artist.hotttnesss,artist.name,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.457611174,The Chap,0.029,1.34947,0.815,0.5023,170.05669,0,0.612657824,9,0.326,51.50632,London,-0.12714,-9.502,1,0.479,160998,Lo Compilation Mix By Susumu Yokota,ARW87QD1187FB48DDB,0.270775999,SOBJOLG12A8C13CC69,170.057,0.921,0.5023,72.073,future jazz,0.910049664,4,1,We Are Not Impartial,2006
0.478780074,Ben E. King,0.438,3.69428,0.598,0.53094,167.3922,3.303,0.688638654,10,0.608,37.15735675,Not available,-63.93335787,-8.89,1,0.596,303421,Soul Friends,ARV03D41187FB413E8,,SOMDTTT12A8C13F1CB,159.997,1,0.1812,86.819,brill building pop,1,4,0.476,Let It Be Me,0
0.537537201,The B-52's,0.039,1.28911,1,0.40544,313.20771,0.344,0.681598553,11,0.041,37.15735675,"Athens, GA",-63.93335787,-7.465,1,0.419,542754,Good Stuff,ARDW1CO1187B9AD318,0.474054831,SOFHWIG12AB01855B5,303.398,1,0.40544,136.767,dance rock,1,4,0.248,Tell It Like It T-I-IS (Album Version),1992
0.40249588,Humble Pie,0.131,0.21042,0.542,0.21042,469.44608,0.165,0.633545999,2,0.278,51.77045,"Essex, England",0.64255,-7.033,1,0.385,620643,30 Days In The Hole (Live & Dangerous),AR8SRQ31187FB4D477,,SOTODXV12AB017E98D,457.172,0.696,0.21042,132.598,blues-rock,1,4,0.611,30 Days In The Hole (Live),0
0.423608913,Brian Eno And David Byrne,0.076,1.41828,1,0.40204,296.33261,0.334,0.615740353,1,0.379,36.17191,"LAS VEGAS, Nevada",-115.13997,-8.209,1,0.428,647942,New Romantics,ARJWKSN1187B9A65D5,,SOAGYNF12AB0187EEE,287.277,0.529,0.14783,118.203,art rock,1,4,0.373,The Jezebel Spirit,1981
0.441106359,Irma Thomas,1,0.18649,1,0.18649,195.36934,0.373,0.623823768,0,0.224,30.43883,"Ponchatoula, LA",-90.44116,-9.675,1,0.377,128985,I Believe To My Soul,ARXBG1X1187FB42A79,0,SOHROMP12A6D4FEFC7,183.705,1,0.18649,99.492,delta blues,0.973191971,1,0.172,The Same Love That Made Me Laugh  [LP Version],0
0.540630686,Gipsy Kings,0.127,0.86186,0,0.36022,222.92853,3.291,0.710445622,7,0.697,37.15735675,"Arles, France",-63.93335787,-5.057,1,0.526,289146,Somos Gitanos,AR9Z7JB1187B99DB3D,0.523166108,SOGTRKA12A8C137D72,216.213,0.11,0.10654,118.056,flamenco,0.908599834,4,1,Somos Gitanos,2001
0.416173065,Terry Callier,0.402,0.65026,0,0.65026,258.19383,2.792,0.706827671,7,0.675,41.88415,Chicago,-87.63241,-19.933,1,0.642,55301,I Just Can't Help Myself,ARTB5PP1187FB523B7,0.360370583,SONFVHA12A6D4F932F,252.36,0.091,0.31334,92.927,soul jazz,0.985011245,3,1,Satin Doll,2007
0.48607238,John Hiatt,0.094,0.45137,0.537,0.11788,239.5424,0.403,0.686221995,9,0.443,37.15735675,"Indianapolis, IN",-63.93335787,-8.626,1,0.275,47633,Greatest Hits: The A&M Years '87- '94,ARWBYRS1187FB3DE02,0.608552821,SOFZNZA12A6D4F8B0D,229.529,0.825,0.11788,181.355,southern rock,0.937278773,4,0.472,Memphis In The Meantime,1987
0.441643405,Hanoi Rocks,0.045,0.73229,0.589,0.05513,240.66567,0,0.687694457,4,0.62,37.15735675,Not available,-63.93335787,-3.764,1,0.654,162141,Another Hostile Takeover,ARYZTJS1187B98C555,0.327736683,SOXXBFW12A8C13D1E6,230.864,0.392,0.05513,126.105,heavy metal,0.997080677,4,0,No Comprimise_ No Regrets,2005
0.478780074,Ben E. King,0.339,0.81585,0,0.53297,339.66975,0,0.688638654,4,0.393,37.15735675,Not available,-63.93335787,-12.652,0,0.363,132769,Street Tough,ARV03D41187FB413E8,0,SOXAXWG12A81C20D97,329.776,0.171,0.53297,208.338,brill building pop,1,4,0.745,You Made The Difference To My Life (LP Version),0
0.467565441,Screamin' Jay Hawkins,0.438,0.58693,0.438,0.58693,211.33016,0.293,0.719492291,5,0.844,37.15735675,"Cleveland, OH",-63.93335787,-6.56,0,0.786,95340,I Put a Spell on You: The Best Of,ARSAIUN1187FB398D3,,SOQLGZH12AF729B7CF,205.05,0.626,0.34225,130.335,rock 'n roll,0.999779173,1,0.606,I Put a Spell on You,1956
0.472281211,Keb' Mo',1,0.17889,1,0.17889,194.48118,0.154,0.632130913,7,0.511,34.05349,"Los Angeles, CA",-118.24532,-10.981,1,0.684,292133,Keep It Simple,ARA7Y2Y1187B9B8588,0.536032112,SOHSNYO12A8C134B6C,181.005,1,0.17889,88.746,blues,1,1,0,I'm Amazing,2004
0.400208058,The Flies,0.464,1.12823,0.461,0.49461,222.40608,11.755,0.541745664,5,0.002,37.15735675,Not available,-63.93335787,-11.814,0,0.25,94459,The Flies,AREZMQ71187FB51096,,SOCBIEJ12A8C135CDB,217.693,0,0.17753,95.051,freakbeat,0.927732289,3,0.226,All Too Human,2007
0.359185993,Eric Burdon,0.105,0.58504,0.357,0.17106,271.64689,0.124,0.601069052,6,0.282,54.97938,"Walker-on-Tyne, England",-1.54508,-9.951,0,0.354,94166,Good Times - A Collection,ARSAIUN1187FB398D3,0.407233015,SOEARAY12A8C139C21,264.406,0.777,0.17106,148.142,blues-rock,0.964911753,4,0,Hook Of Holland,0
0.360445766,Mikey Dread,0.027,0.97079,0.623,0.40463,193.12281,0.14,0.58568315,6,0.195,18.11526,Jamaica,-77.27348,-8.173,0,0.28,606097,Rockers Vibration,ARBZCLP1187B99C35B,,SOEHCUK12AC468B7DE,185.359,0,0.12154,132.088,roots reggae,0.924399296,4,0.674,Hot Cross Bun,1982
0.579988982,Van Halen,0.022,0.5382,0.544,0.2152,248.00608,0,0.744641246,1,1,37.15735675,"Pasadena, CA",-63.93335787,-6.635,1,0.858,7049,Fair Warning,ARZK3VD1187B99EB47,0.589015659,SOAXAPU12A67020EF9,238.887,1,0.0529,184.012,heavy metal,0.999932033,4,0,"Dirty Movies"" (Album Version)",1981
0.406642649,Suzi Quatro,0.703,0.03968,0.703,0.03968,217.46893,0.345,0.627361447,4,0.924,42.33168,"Detroit, MI",-83.04792,-11.314,1,0.752,23967,The Wild One - The Greatest Hits,ARWRMUZ12B9CECC40E,0.637783286,SOEGATN12A6D4F73B9,208.8,0.534,0.03968,168.165,glam rock,0.942375899,1,0,Mama's Boy,1979
0.497050959,The Stooges,0.474,0.7998,0.831,0.7998,43.91138,0.241,0.732603394,11,0,42.32807,"Ann Arbor, MI",-83.7336,-22.115,0,0,65428,1970: The Complete Fun House Sessions,ARE8GLF1187FB52532,,SOWNJJD12A6D4F9E34,43.911,0.209,0.467,100.353,experimental rock,0.840760794,3,0.792,Studio Dialogue (#19),0
0.441106359,Irma Thomas,0.18,0.58226,0.324,0.25748,146.88608,0.363,0.623823768,5,0.347,30.43883,"Ponchatoula, LA",-90.44116,-10.22,0,0.62,43438,Straight From The Soul,ARXBG1X1187FB42A79,0.405115722,SOIVAVN12A6D4F92D7,134.728,0.324,0.25748,183.882,delta blues,0.973191971,3,0.844,I'm Gonna Cry Til' My Tears Run Dry,2004
0.498563611,Simply Red,0.272,1.70321,1,0.26756,258.08934,0.218,0.731590593,0,0.012,37.15735675,Adegngiltere,-63.93335787,-9.38,0,0.44,328398,Men And Women,ARYAUMZ1187B9A2A40,0.561428518,SOFLHAS12A8C13851C,252.604,1,0.26756,83.73,pop rock,0.999085472,4,0.766,Maybe Someday...,1987
0.398349517,THE CHIFFONS,0.097,0.99071,0.791,0.43934,156.36853,0.363,0.599536502,4,0.35,40.85715,"New York, NY [The Bronx]",-73.85678,-9.059,1,0.315,43673,Sweet Talkin' Girls: The Best Of The Chiffons,ARXY7M01187B9B7611,0.266955186,SOJYYCA12A6D4F9C1F,149.519,0.769,0.43934,113.431,doo-wop,0.923679184,4,0.401,When Summer's Through,1963
0.472281211,Keb'Mo',0.774,2.10667,0.783,2.10667,176.5873,1.468,0.632130913,7,0.677,34.05349,"Los Angeles, CA",-118.24532,-15.608,1,0.65,282923,Keb' Mo',ARA7Y2Y1187B9B8588,0.662493161,SOQMZCQ12A8C1335F0,165.309,0.226,1.71454,79.151,blues,1,4,0.93,Anybody Seen My Girl,1994
0.503151606,Rickie Lee Jones,0.142,0.0779,0.153,0.0779,314.72281,0,0.670615396,10,0.615,37.15735675,"Chicago, IL",-63.93335787,-9.785,1,0.626,622216,Live at Red Rocks,ARDW5AW1187FB55708,,SOMKBNA12AB017BEA1,304.321,0.368,0.0779,147.736,folk rock,0.989622403,3,0.899,Just My Baby,1989
0.413261378,Bow Wow Wow,0.302,1.01942,1,0.10594,167.83628,0.508,0.659139477,4,0.2,51.50632,"London, England",-0.12714,-12.324,1,0.322,27646,Girl Bites Dog_ Your Compact Disc Pet,ARRCBK51187B9B1A88,,SOYVAAQ12A6D4F8026,157.623,0.845,0.10594,137.398,dance rock,0.996405833,4,0.197,Sex,0
0.462190105,Jim Reeves,0.753,0.1702,1,0.1702,145.13587,0.345,0.624252499,4,0.722,32.20049,"Galloway, Panola County, TX",-94.35887,-12.653,1,0.749,295599,RCA  Country Legends,AR0X3JJ1187FB3A9A7,,SOXZNEF12A8C137AD7,141.038,0.577,0.1702,91.318,country gospel,1,4,0.785,I Guess I'm Crazy,1990
0.462190105,Jim Reeves,0.011,0.20702,0.754,0.20702,121.73016,0.165,0.624252499,11,0.712,32.20049,"Galloway, Panola County, TX",-94.35887,-12.744,1,0.705,303109,Legends,AR0X3JJ1187FB3A9A7,,SOPQNUE12A8C13DB5A,116.878,0.563,0.20702,151.73,country gospel,1,3,0.878,I'd Like To Be,1994
0.382593001,Freddie King,0.02,0.66631,0.779,0.21993,286.82404,0,0.609636698,9,0.548,37.15735675,"Gilmer, TX",-63.93335787,-6.615,1,0.458,28325,King Of The Blues,ARGRWEZ1187B9AC382,,SOJBCMD12A6D4F68B5,283.074,0.603,0.07114,134.741,texas blues,1,4,0,Hide Away,1960
0.362902986,Danny Wilson,0.949,0.71513,0.949,0.71513,167.13098,4.673,0.559991415,11,0.698,56.46137,"Dundee, Scotland",-2.96761,-11.053,1,0.605,160060,Bebop Moptop,AROXQGK1187FB4560B,,SOCUSNQ12A8C138A86,153.617,0.096,0.40832,91.256,british pop,0.91052814,1,0,Never Gonna Be The Same,1989
0.504964406,Patti Smith,0.394,1.23645,0.752,0.41755,293.53751,5.59,0.737001277,2,0.157,41.88415,"Chicago, IL",-87.63241,-12.359,1,0.493,297093,Gone Again,AR9B5JX1187FB55D84,0.736736986,SOQDFVR12A8C13A3EF,280.892,0.049,0.41755,146.454,rock,1,3,0.96,Wing,1996
0.579988982,Van Halen,0.019,0.56793,1,0.05255,248.18893,0.241,0.744641246,9,0.373,37.15735675,"Pasadena, CA",-63.93335787,-3.798,1,0.417,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.684482573,SOWDZZQ12A670215BD,234.91,0.789,0.05255,117.954,heavy metal,0.999932033,4,0,Can't Stop Lovin' You (Remastered Album Version),0
0.4538815,The Ruby Suns,0.188,2.99117,0.762,0.15185,70.89587,0.109,0.639860429,0,0.272,37.15735675,Not available,-63.93335787,-9.876,1,0.483,70128,The Ruby Suns,ARTJ1WP1187FB4EA3A,0.509640966,SOKZFPW12A67FFB3C6,70.896,0.519,0.15185,42.525,experimental rock,0.926618577,4,0,Function Of The Sun,2005
0.457611174,The Chap,0.026,0.47094,0.826,0.47094,213.89016,0.938,0.612657824,7,0.744,51.50632,London,-0.12714,-7.345,0,0.562,776175,Well Done Europe,ARW87QD1187FB48DDB,0.548005621,SOSBLBE12AC3DFB104,208.434,0.712,0.21615,120.188,future jazz,0.910049664,4,0.02,Gimme Legs,2010
0.422127199,Kathy Mattea,0.087,3.2378,0.737,2.63141,156.62975,3.39,0.603383145,9,0.297,37.15735675,"Cross Lane, WV",-63.93335787,-13.056,1,0.44,285461,Songs Of The Civil War,ARO7FVB1187B9A53D8,0.450992312,SOCLCWX12A8C133EC0,150.332,0.521,2.63141,96.695,bluegrass,0.959671631,3,1,The Southern Soldier Boy,1991
0.403000799,The Chi-Lites,0.126,0.06341,0.84,0.06341,260.98893,0,0.607260129,11,0.556,41.88415,"Chicago, IL",-87.63241,-9.588,0,0.533,465307,The Chi-Lites Selected Hits,ARV03D41187FB413E8,,SOPLOFR12AB01819B3,250.717,0.919,0.06341,90.101,disco,1,4,0.319,Love Of My Life,0
0.393762699,Gene Chandler,0.203,1.02366,0.658,0.34374,163.29098,0,0.570016703,6,0.483,41.88415,"Chicago, IL",-87.63241,-14.89,1,0.448,453576,Duke Of Earl - The Very Best Of The Vee-Jay Years,ARC1OPS1187FB4348C,,SOQDBNE12AB01852A7,157.536,0,0.17338,175.028,chicago soul,1,3,0.943,Rainbow '65 (part 2) - Live,0
0.418946871,Jefferson Starship,0.348,0.88545,0.729,0.43121,329.50812,0.135,0.62812134,2,0.163,37.77916,"San Francisco, CA",-122.42005,-9.864,1,0.419,371942,Windows Of Heaven,ARUP0001187FB39B04,0.270775999,SOXYLNP12A58A77347,321.817,0.994,0.20182,132.611,hard rock,1,4,0.638,Let me fly,1999
0.409292117,The Field Mice,0.696,10.52354,0.968,0.50836,335.46404,0.16,0.60542429,7,1,37.15735675,Not available,-63.93335787,-14.064,1,0.909,216819,Coastal,ARFHFL91187FB52EC9,0.526706659,SOQPENF12A8C13D7D8,328.893,0.126,0.07454,70.09,twee pop,0.883212566,4,0.442,Below The Stars,1990
